point_id	beta	gamma	sigma
1935	0.18428839	0.28574039	0.15335848
1936	0.23192675	0.10621068	0.18307577
1937	0.29187957	0.11736615	0.21855157
1938	0.36733013	0.12969329	0.26090176
1939	0.46228458	0.14331517	0.31145843
1940	0.12024221	0.15836778	0.37181180
1941	0.15132470	0.17500138	0.44386024
1942	0.19044197	0.19338204	0.52986999
1943	0.23967102	0.21369325	0.63254642
1944	0.30162573	0.23613777	0.75511914
1945	0.37959567	0.26093968	0.90144359
1946	0.47772075	0.28834656	0.10908845
1947	0.12425722	0.10717940	0.13022725
1948	0.15637759	0.11843662	0.15546225
1949	0.19680103	0.13087619	0.18558720
1950	0.24767389	0.14462232	0.22154966
1951	0.31169733	0.15981222	0.26448081
1952	0.39227076	0.17659753	0.31573102
1953	0.49367234	0.19514584	0.37691232
1954	0.10251120	0.21564230	0.44994912
1955	0.12901023	0.23829153	0.53713875
1956	0.16235924	0.26331965	0.64122369
1957	0.20432894	0.29097651	0.76547786
1958	0.25714775	0.10815696	0.91380959
1959	0.32362017	0.11951685	0.11058493
1960	0.40727565	0.13206989	0.13201371
1961	0.10593415	0.14594138	0.15759488
1962	0.13331802	0.16126983	0.18813309
1963	0.16778059	0.17820824	0.22458888
1964	0.21115169	0.19692572	0.26810896
1965	0.26573418	0.21760912	0.32006222
1966	0.33442619	0.24046494	0.38208280
1967	0.42087501	0.26572133	0.45612152
1968	0.10947140	0.29363044	0.54450722
1969	0.13776965	0.10914344	0.65002000
1970	0.17338296	0.12060694	0.77597869
1971	0.21820227	0.13327447	0.92634524
1972	0.27460733	0.14727248	0.11210193
1973	0.34559303	0.16274074	0.13382467
1974	0.43492847	0.17983364	0.15975677
1975	0.11312677	0.19872184	0.19071390
1976	0.14236992	0.21959389	0.22766979
1977	0.17917239	0.24265817	0.27178688
1978	0.22548827	0.26814492	0.32445283
1979	0.28377675	0.29630858	0.38732421
1980	0.35713274	0.11013891	0.46237860
1981	0.44945118	0.12170697	0.55197677
1982	0.11690419	0.13449003	0.65893698
1983	0.14712380	0.14861573	0.78662357
1984	0.18515515	0.16422506	0.93905284
1985	0.23301756	0.18147386	0.11363975
1986	0.29325235	0.20053434	0.13566048
1987	0.36905778	0.22159676	0.16194831
1988	0.46445883	0.24487140	0.19333011
1989	0.12080774	0.27059061	0.23079297
1990	0.15203642	0.29901115	0.27551526
1991	0.19133767	0.10066251	0.32890368
1992	0.24079826	0.11123524	0.39263753
1993	0.30304436	0.12291845	0.46872151
1994	0.38138100	0.13582876	0.55954879
1995	0.47996759	0.15009505	0.66797628
1996	0.12484164	0.16585976	0.79741447
1997	0.15711307	0.18328026	0.95193477
1998	0.19772664	0.20253047	0.11519866
1999	0.24883876	0.22380255	0.13752147
2000	0.31316332	0.24730886	0.16416992
2001	0.39411571	0.27328409	0.19598221
2002	0.49599421	0.10158063	0.23395899
2003	0.10299333	0.11224979	0.27929478
2004	0.12961700	0.12403956	0.33341558
2005	0.16312286	0.13706762	0.39802373
2006	0.20528995	0.15146404	0.47515143
2007	0.25835719	0.16737254	0.56722468
2008	0.32514225	0.18495192	0.67713958
2009	0.40919118	0.20437770	0.80835341
2010	0.10643239	0.22584380	0.96499342
2011	0.13394505	0.24956451	0.11677896
2012	0.16856970	0.27577665	0.13940799
2013	0.21214479	0.10250712	0.16642200
2014	0.26698400	0.11327360	0.19867070
2015	0.33599909	0.12517090	0.23716844
2016	0.42285450	0.13831779	0.28312614
2017	0.10998628	0.15284551	0.33798938
2018	0.13841761	0.16889910	0.40348382
2019	0.17419842	0.18663883	0.48166956
2020	0.21922853	0.20624179	0.57500587
2021	0.27589888	0.22790367	0.68642858
2022	0.34721845	0.25184074	0.81944240
2023	0.43697405	0.27829195	0.97823120
2024	0.11365883	0.10344207	0.11838093
2025	0.14303952	0.11430675	0.14132039
2026	0.18001509	0.12631255	0.16870498
2027	0.22654880	0.13957935	0.20139606
2028	0.28511143	0.15423958	0.24042192
2029	0.35881243	0.17043960	0.28701007
2030	0.45156507	0.18834112	0.34262592
2031	0.11745402	0.20812287	0.40901882
2032	0.14781576	0.22998233	0.48827711
2033	0.18602598	0.25413772	0.58289381
2034	0.23411350	0.28083019	0.69584501
2035	0.29463160	0.10438554	0.83068352
2036	0.37079356	0.11534931	0.99165058
2037	0.46664330	0.12746462	0.10063082
2038	0.12137593	0.14085242	0.12013072
2039	0.15275148	0.15564637	0.14340925
2040	0.19223758	0.17199414	0.17119861
2041	0.24193080	0.19005894	0.20437290
2042	0.30446965	0.21002112	0.24397559
2043	0.38317474	0.23207995	0.29125236
2044	0.48222501	0.25645566	0.34769027
2045	0.12542880	0.28339158	0.41506452
2046	0.15785202	0.10533762	0.49549433
2047	0.19865660	0.11640139	0.59150956
2048	0.12584990	0.14422496	0.15848932
2049	0.15838196	0.20800838	0.25118864
2050	0.19932353	0.11298310	0.39810717
2051	0.25084846	0.16294982	0.63095734
2052	0.31569252	0.23501431	0.10964782
2053	0.39729870	0.12765180	0.17378008
2054	0.10333910	0.18410575	0.27542287
2055	0.13005215	0.26552645	0.43651583
2056	0.16367050	0.10415285	0.69183097
2057	0.20597915	0.15021440	0.12022644
2058	0.25922455	0.21664666	0.19054607
2059	0.32623382	0.11767511	0.30199517
2060	0.41056492	0.16971688	0.47863009
2061	0.10678971	0.24477410	0.75857758
2062	0.13439473	0.13295299	0.13182567
2063	0.16913563	0.19175139	0.20892961
2064	0.21285701	0.27655336	0.33113112
2065	0.26788033	0.10847816	0.52480746
2066	0.33712711	0.15645258	0.83176377
2067	0.42427411	0.22564367	0.14454398
2068	0.11035553	0.12256199	0.22908677
2069	0.13888231	0.17676497	0.36307805
2070	0.17478324	0.25493920	0.57543994
2071	0.21996453	0.13847433	0.91201084
2072	0.27682513	0.19971454	0.10185914
2073	0.34838414	0.28803821	0.16143586
2074	0.43844107	0.10136555	0.25585859
2075	0.11404041	0.14619442	0.40550854
2076	0.14351974	0.21084884	0.64268772
2077	0.18061944	0.11452594	0.11168632
2078	0.22730938	0.16517499	0.17701090
2079	0.28606861	0.23822355	0.28054336
2080	0.36001705	0.12939495	0.44463127
2081	0.45308108	0.18661981	0.70469307
2082	0.11784834	0.26915234	0.12246162
2083	0.14831201	0.10557511	0.19408859
2084	0.18665051	0.15226566	0.30760968
2085	0.23489947	0.21960508	0.48752849
2086	0.29562074	0.11928203	0.77268059
2087	0.37203839	0.17203445	0.13427650
2088	0.46820993	0.24811662	0.21281390
2089	0.12178342	0.13476853	0.33728731
2090	0.15326431	0.19436985	0.53456436
2091	0.19288297	0.28032984	0.84722741
2092	0.24274301	0.10995949	0.14723125
2093	0.30549183	0.15858902	0.23334581
2094	0.38446114	0.22872495	0.36982818
2095	0.48384394	0.12423563	0.58613816
2096	0.10047033	0.17917879	0.92896639
2097	0.12644180	0.25842053	0.10375284
2098	0.15912687	0.14036526	0.16443717
2099	0.20026100	0.20244174	0.26061535
2100	0.25202826	0.29197151	0.41304750
2101	0.31717730	0.10274975	0.65463617
2102	0.39916730	0.14819078	0.11376273
2103	0.10382514	0.21372809	0.18030177
2104	0.13066382	0.11608985	0.28575905
2105	0.16444029	0.16743053	0.45289758
2106	0.20694793	0.24147662	0.71779429
2107	0.26044375	0.13116191	0.12473835
2108	0.32776818	0.18916820	0.19769696
2109	0.41249592	0.27282776	0.31332857
2110	0.10729197	0.10701679	0.49659232
2111	0.13502683	0.15434492	0.78704579
2112	0.16993112	0.22260390	0.13677288
2113	0.21385813	0.12091089	0.21677041
2114	0.26914024	0.17438367	0.34355795
2115	0.33871271	0.25150478	0.54450265
2116	0.42626959	0.13660886	0.86297855
2117	0.11087456	0.19702407	0.14996848
2118	0.13953551	0.28415788	0.23768403
2119	0.17560530	0.11146104	0.37670380
2120	0.22099908	0.16075464	0.59703529
2121	0.27812711	0.23184830	0.94623716
2122	0.35002268	0.12593213	0.10568175
2123	0.44050317	0.18162556	0.16749429
2124	0.11457677	0.26194939	0.26546056
2125	0.14419475	0.14228202	0.42072663
2126	0.18146894	0.20520619	0.66680677
2127	0.22837847	0.29595853	0.11587774
2128	0.28741407	0.10045313	0.18365383
2129	0.36171030	0.14487848	0.29107171
2130	0.45521204	0.20895093	0.46131757
2131	0.11840261	0.11349505	0.73113908
2132	0.14900956	0.16368819	0.12705741
2133	0.18752838	0.23607923	0.20137242
2134	0.23600427	0.12823023	0.31915379
2135	0.29701112	0.18493999	0.50582466
2136	0.37378819	0.26672962	0.80167806
2137	0.47041204	0.10462479	0.13931568
2138	0.12235620	0.15089507	0.22080047
2139	0.15398515	0.21762834	0.34994517
2140	0.19379015	0.11820833	0.55462571
2141	0.24388470	0.17048592	0.87902252
2142	0.30692864	0.24588324	0.15275661
2143	0.38626937	0.13355543	0.24210290
2144	0.48611959	0.19262027	0.38370725
2145	0.10094286	0.27780650	0.60813500
2146	0.12703649	0.10896971	0.96382902
2147	0.15987529	0.15716151	0.10764652
2148	0.20120288	0.22666612	0.17060824
2149	0.25321362	0.12311735	0.27039584
2150	0.31866907	0.17756594	0.42854852
2151	0.40104469	0.25609440	0.67920363
2152	0.10431345	0.13910179	0.11803206
2153	0.13127837	0.20061950	0.18706821
2154	0.16521369	0.28934339	0.29648314
2155	0.20792126	0.10182487	0.46989411
2156	0.26166868	0.14685687	0.74473197
2157	0.32930977	0.21180426	0.12941958
2158	0.41443599	0.11504489	0.20511622
2159	0.10779659	0.16592344	0.32508730
2160	0.13566189	0.23930301	0.51522864
2161	0.17073035	0.12998128	0.81658237
2162	0.21486397	0.18746544	0.14190575
2163	0.27040608	0.27037195	0.22490546
2164	0.34030576	0.10605350	0.35645113
2165	0.42827445	0.15295561	0.56493697
2166	0.11139603	0.22060017	0.89536477
2167	0.14019179	0.11982253	0.15559656
2168	0.17643121	0.17281399	0.24660393
2169	0.22203850	0.24924090	0.39084090
2170	0.27943522	0.13537920	0.61944108
2171	0.35166893	0.19525060	0.98174794
2172	0.44257498	0.28160009	0.10036909
2173	0.11511566	0.11045774	0.15907429
2174	0.14487294	0.15930763	0.25211576
2175	0.18232244	0.22976136	0.39957656
2176	0.22945260	0.12479858	0.63328616
2177	0.28876585	0.17999070	0.11005252
2178	0.36341152	0.25959150	0.17442149
2179	0.45735302	0.14100130	0.27643944
2180	0.11895949	0.20335906	0.43812698
2181	0.14971039	0.29329452	0.69438447
2182	0.18841037	0.10321534	0.12067019
2183	0.23711426	0.14886228	0.19124936
2184	0.29840805	0.21469655	0.30310982
2185	0.37554621	0.11661588	0.48039668
2186	0.47262451	0.16818921	0.76137743
2187	0.12293167	0.24257081	0.13231223
2188	0.15470938	0.13175624	0.20970076
2189	0.19470159	0.19002537	0.33235330
2190	0.24503175	0.27406401	0.52674449
2191	0.30837220	0.10750171	0.83483375
2192	0.38808609	0.15504430	0.14507748
2193	0.48840594	0.22361258	0.22993231
2194	0.10141763	0.12145877	0.36441815
2195	0.12763398	0.17517385	0.57756385
2196	0.16062722	0.25264441	0.91537701
2197	0.20214919	0.13722787	0.10223509
2198	0.25440455	0.19791684	0.16203170
2199	0.32016786	0.28544548	0.25680295
2200	0.40293091	0.11196610	0.40700524
2201	0.10480407	0.16148306	0.64505983
2202	0.13189581	0.23289887	0.11209855
2203	0.16599074	0.12650277	0.17766423
2204	0.20889917	0.18244856	0.28157883
2205	0.26289938	0.26313636	0.44627237
2206	0.33085860	0.14292674	0.70729404
2207	0.41638520	0.20613603	0.12291362
2208	0.10830358	0.29729960	0.19480496
2209	0.13629995	0.10090831	0.30874505
2210	0.17153334	0.14553496	0.48932792
2211	0.21587453	0.20989774	0.77553250
2212	0.27167787	0.11400933	0.13477210
2213	0.34190631	0.16442991	0.21359939
2214	0.43028873	0.23714896	0.33853221
2215	0.11191995	0.12881127	0.53653740
2216	0.14085114	0.18577800	0.85035447
2217	0.17726102	0.26793824	0.14777467
2218	0.22308280	0.10509888	0.23420707
2219	0.28074948	0.15157881	0.37119319
2220	0.35332292	0.21861448	0.58830156
2221	0.44465652	0.11874397	0.93239514
2222	0.11565708	0.17125844	0.10413579
2223	0.14555431	0.24699741	0.16504410
2224	0.18317995	0.13416061	0.26157727
2225	0.23053177	0.19349308	0.41457203
2226	0.29012399	0.27906532	0.65705239
2227	0.36512074	0.10946348	0.11418262
2228	0.45950407	0.15787365	0.18096726
2229	0.11951899	0.22769321	0.28681377
2230	0.15041452	0.12367523	0.45456919
2231	0.18929652	0.17837054	0.72044362
2232	0.23822947	0.25725484	0.12519875
2233	0.29981154	0.13973210	0.19842665
2234	0.37731250	0.20152856	0.31448505
2235	0.47484739	0.29065448	0.49842521
2236	0.12350985	0.10228626	0.78995072
2237	0.15543702	0.14752232	0.13727770
2238	0.19561733	0.21276400	0.21757050
2239	0.24618420	0.11556619	0.34482600
2240	0.30982256	0.16667528	0.54651237
2241	0.38991136	0.24038736	0.86616374
2242	0.49070304	0.13057026	0.15052201
2243	0.10189462	0.18831490	0.23856130
2244	0.12823427	0.27159708	0.37809419
2245	0.16138270	0.10653406	0.59923890
2246	0.20309995	0.15364870	0.94972966
2247	0.25560108	0.22159977	0.10607181
2248	0.32167369	0.12036548	0.16811250
2249	0.40482600	0.17359706	0.26644035
2250	0.10529699	0.25037028	0.42227950
2251	0.13251615	0.13599264	0.66926791
2252	0.16677143	0.19613533	0.11630543
2253	0.20988167	0.28287610	0.18433169
2254	0.26413587	0.11095826	0.29214604
2255	0.33241471	0.16002950	0.46302027
2256	0.41834357	0.23080247	0.73383767
2257	0.10881296	0.12536407	0.12752637
2258	0.13694100	0.18080628	0.20211568
2259	0.17234011	0.26076778	0.32033176
2260	0.21688984	0.14164021	0.50769163
2261	0.27295564	0.20428054	0.80463700
2262	0.34351439	0.29462352	0.13982988
2263	0.43231250	0.10368303	0.22161543
2264	0.11244634	0.14953681	0.35123679
2265	0.14151360	0.21566940	0.55667280
2266	0.17809472	0.11714430	0.88226693
2267	0.22413202	0.16895132	0.15332042
2268	0.28206991	0.24366997	0.24299649
2269	0.35498469	0.13235326	0.38512348
2270	0.44674786	0.19088643	0.61037959
2271	0.11620104	0.27530587	0.96738645
2272	0.14623889	0.10798883	0.10804384
2273	0.18404149	0.15574685	0.17123794
2274	0.23161602	0.22462583	0.27139385
2275	0.29148852	0.12200913	0.43013026
2276	0.36683800	0.17596761	0.68171053
2277	0.46166524	0.25378922	0.11846771
2278	0.12008112	0.13784969	0.18775867
2279	0.15112196	0.19881366	0.29757744
2280	0.19018683	0.28673891	0.47162846
2281	0.23934993	0.11247345	0.74748073
2282	0.30122163	0.16221478	0.12989726
2283	0.37908711	0.23395420	0.20587329
2284	0.47708072	0.12707598	0.32628717
2285	0.12409075	0.18327528	0.51713032
2286	0.15616808	0.26432870	0.81959632
2287	0.19653737	0.14357438	0.14242952
2288	0.24734207	0.20707009	0.22573557
2289	0.31127974	0.29864675	0.35776677
2290	0.39174522	0.10015081	0.56702212
2291	0.49301095	0.14444247	0.89866950
2292	0.10237386	0.20832209	0.15617086
2293	0.12883739	0.11315349	0.24751413
2294	0.16214172	0.16319557	0.39228346
2295	0.20405519	0.23536875	0.62172739
2296	0.25680324	0.12784432	0.98537151
2297	0.32318661	0.18438341	0.10073955
2298	0.40673001	0.26592690	0.15966142
2299	0.10579223	0.10430993	0.25304630
2300	0.13313941	0.15044095	0.40105137
2301	0.16755580	0.21697339	0.63562358
2302	0.21086880	0.11785259	0.11045872
2303	0.26537817	0.16997284	0.17506527
2304	0.33397815	0.24514326	0.27745976
2305	0.42031115	0.13315350	0.43974408
2306	0.10932474	0.19204058	0.69694740
2307	0.13758507	0.27697044	0.12111558
2308	0.17315067	0.10864176	0.19195525
2309	0.21790993	0.15668854	0.30422857
2310	0.27423942	0.22598397	0.48216979
2311	0.34513003	0.12274683	0.76418762
2312	0.43434578	0.17703156	0.13280059
2313	0.11297521	0.25532369	0.21047475
2314	0.14217918	0.13868317	0.33358000
2315	0.17893235	0.20001574	0.52868867
2316	0.22518617	0.28847261	0.83791507
2317	0.28339656	0.10151843	0.14561295
2318	0.35665428	0.14641491	0.23078097
2319	0.44884903	0.21116683	0.36576319
2320	0.11674757	0.11469866	0.57969559
2321	0.14692669	0.16542409	0.91875560
2322	0.18490709	0.23858283	0.10261244
2323	0.23270538	0.12959010	0.16262975
2324	0.29285947	0.18690126	0.25775079
2325	0.36856334	0.26955827	0.40850747
2326	0.46383657	0.10573433	0.64744070
2327	0.12064589	0.15249530	0.11251230
2328	0.15183273	0.21993628	0.17831998
2329	0.19108133	0.11946192	0.28261812
2330	0.24047565	0.17229391	0.44791953
2331	0.30263836	0.24849081	0.70990462
2332	0.38087005	0.13497178	0.12336728
2333	0.47932456	0.19466299	0.19552397
2334	0.12467438	0.28075262	0.30988460
2335	0.15690258	0.11012532	0.49113400
2336	0.19746173	0.15882820	0.77839493
2337	0.24850539	0.22906990	0.13526954
2338	0.31274377	0.12442300	0.21438777
2339	0.39358770	0.17944902	0.33978171
2340	0.49532971	0.25881027	0.53851772
2341	0.10285535	0.14057696	0.85349307
2342	0.12944335	0.20274705	0.14832010
2343	0.16290432	0.29241185	0.23507151
2344	0.20501491	0.10290471	0.37256324
2345	0.25801105	0.14841428	0.59047294
2346	0.32470664	0.21405043	0.93583654
2347	0.40864297	0.11626493	0.10452014
2348	0.10628980	0.16768304	0.16565326
2349	0.13376560	0.24184080	0.26254273
2350	0.16834386	0.13135972	0.41610219
2351	0.21186058	0.18945350	0.65947753
2352	0.26662631	0.27323922	0.11460406
2353	0.33554893	0.10717819	0.18163519
2354	0.42228798	0.15457770	0.28787238
2355	0.10983892	0.22293962	0.45624698
2356	0.13823217	0.12109324	0.72310273
2357	0.17396504	0.17464667	0.12566085
2358	0.21893482	0.25188408	0.19915903
2359	0.27552924	0.13681489	0.31564579
2360	0.34675326	0.19732121	0.50026486
2361	0.43638862	0.28458644	0.79286637
2362	0.11350656	0.11162914	0.13778438
2363	0.14284789	0.16099708	0.21837353
2364	0.17977392	0.23219797	0.34609873
2365	0.22624528	0.12612206	0.54852951
2366	0.28472945	0.18189948	0.86936069
2367	0.35833172	0.26234445	0.15107757
2368	0.45096009	0.14249661	0.23944182
2369	0.11729666	0.20551567	0.37948971
2370	0.14761773	0.29640488	0.60145065
2371	0.18577675	0.10060463	0.95323504
2372	0.23379985	0.14509698	0.10646332
2373	0.29423687	0.20926605	0.16873299
2374	0.37029679	0.11366622	0.26742377
2375	0.46601812	0.16393506	0.42383811
2376	0.12121332	0.23643527	0.67173813
2377	0.15254684	0.12842362	0.11673471
2378	0.19198003	0.18521891	0.18501204
2379	0.24160667	0.26713189	0.29322433
2380	0.30406174	0.10478258	0.46472924
2381	0.38266139	0.15112264	0.73654621
2382	0.48157895	0.21795656	0.12799706
2383	0.12526076	0.11838661	0.20286167
2384	0.15764054	0.17074304	0.32151408
2385	0.19839045	0.24625407	0.50956548
2386	0.24967417	0.13375686	0.80760686
2387	0.31421468	0.19291077	0.14034599
2388	0.39543885	0.27822547	0.22243340
2389	0.49765938	0.10913405	0.35253318
2390	0.10006705	0.15739853	0.55872744
2391	0.12593428	0.22700797	0.88552331
2392	0.15848816	0.12330303	0.15388631
2393	0.19945719	0.17783374	0.24389337
2394	0.25101666	0.25648063	0.38654495
2395	0.31590420	0.13931158	0.61263245
2396	0.39756511	0.20092206	0.97095701
2397	0.10340840	0.28977976	0.10844262
2398	0.13013936	0.10197843	0.17186997
2399	0.16378025	0.14707835	0.27239554
2400	0.20611727	0.21212369	0.43171784
2401	0.25939837	0.11521839	0.68422667
2402	0.32645258	0.16617368	0.11890497
2403	0.41084022	0.23966391	0.18845167
2404	0.10686131	0.13017731	0.29867578
2405	0.13448485	0.18774816	0.47336920
2406	0.16924904	0.27077971	0.75023963
2407	0.21299974	0.10621344	0.13037670
2408	0.26805995	0.15318629	0.20663315
2409	0.33735317	0.22093287	0.32749148
2410	0.42455861	0.12000324	0.51903901
2411	0.11042952	0.17307462	0.82262139
2412	0.13897544	0.24961679	0.14295521
2413	0.17490044	0.13558337	0.22656875
2414	0.22011203	0.19554506	0.35908726
2415	0.27701075	0.28202478	0.56911496
2416	0.34861774	0.11062433	0.90198642
2417	0.43873506	0.15954789	0.15674728
2418	0.11411688	0.23010788	0.24842769
2419	0.14361597	0.12498679	0.39373135
2420	0.18074055	0.18026215	0.62402214
2421	0.22746180	0.25998301	0.98900845
2422	0.28626043	0.14121395	0.10111137
2423	0.36025845	0.20366576	0.16025072
2424	0.45338489	0.29373685	0.25398028
2425	0.11792736	0.10337100	0.40253162
2426	0.14841146	0.14908678	0.63796962
2427	0.18677567	0.21502035	0.11086641
2428	0.23505698	0.11679176	0.17571142
2429	0.29581897	0.16844286	0.27848384
2430	0.37228786	0.24293665	0.44136714
2431	0.46852388	0.13195494	0.69951978
2432	0.12186508	0.19031196	0.12156261
2433	0.15336708	0.27447734	0.19266375
2434	0.19301230	0.10766384	0.30535146
2435	0.24290578	0.15527813	0.48394945
2436	0.30569667	0.22394982	0.76700819
2437	0.38471894	0.12164194	0.13329075
2438	0.48416838	0.17543804	0.21125160
2439	0.10053770	0.25302544	0.33481122
2440	0.12652659	0.13743483	0.53064002
2441	0.15923357	0.19821533	0.84100775
2442	0.20039529	0.28587598	0.14615040
2443	0.25219726	0.11213496	0.23163277
2444	0.31738998	0.16172660	0.36711320
2445	0.39943496	0.23325012	0.58183521
2446	0.10389476	0.12669355	0.92214667
2447	0.13075144	0.18272372	0.10299117
2448	0.16455055	0.26353321	0.16323001
2449	0.20708669	0.14314230	0.25870213
2450	0.26061839	0.20644692	0.41001524
2451	0.32798797	0.29774798	0.64983036
2452	0.41277251	0.10106049	0.11292757
2453	0.10736391	0.14575445	0.17897814
2454	0.13511737	0.21021430	0.28366124
